Unnamed: 0,speaker,sentence,dialect,dialect_norm
d1205-u980,NThe1205,ooni kontigendierig oder,SH (Ramsen),OT
d1075-u565,CJea1295,höggschtens imene mondnacht nìd hèt me sii natürch scho gsee ǜǜberfliege nìt,AG (Buchs/Zofingen),OT
d1248-u750,VPet1248,isches denn,AG (Baden/Brugg),OT
d1209-u95,BHan1209,das me daas irgendwie,SZ (Schwyz),OT
swissdial,2128,in chur het sich ds stimmvolk für a neui brambrüaschbahn uusgsprocha.,ch_gr,OT
swissdial,653,"dene esch ehm ihgfalle, dass de armi wolf d'grossmuetter chönnti gässe ha.",ch_ag,OT
swissdial,874,sit 2018 müend spitöler sötigi vowechslige em bundesamt für gsundheit melde.,ch_sg,OT
d1163-u3098,CJea1295,öppe sächs oder sibe tunkli und gägen öppe föif oder sächs,AG (Buchs/Zofingen),OT
d1048-u299,WRos1048,schpeziel wù di schtròòsse puue woorde sind im chlööntel hinde,GL (Enneda),OT
d1205-u145,NThe1205,proteschtiert gege die umschtänd wo do laufed in tüütschland,SH (Ramsen),OT
swissdial,2394,mini chatz mags mega wenn me si chrault.,ch_sg,OT
d1259-u1726,MEdu1259,und und und und dänn hämmer dennä so langsam do so,AG (Full-Reuenthal),OT
d1259-u1946,MEdu1259,aschpiriere hani ggsait ja ich wett mit em nöchste zug wider hai uf fuul abe ich well do nid,AG (Full-Reuenthal),OT
d1163-u1762,CJea1295,tramschine gschtekt sind esoo de rille noo,AG (Buchs/Zofingen),OT
swissdial,4004,kalt loht sich fleischkäs gschnitta ähnlich wia lyoner verwenda.,ch_gr,OT
swissdial,5307,"dr ernst lubitsch het ihm 1933 a rolla in srenada z dritta geh, wo ihn gmeinsam mit am gary cooper und dr miriam hopkins zeigt het.",ch_gr,OT
d1198_1-u236,TJos1198,cha ez sège taag und nacht i de baiz gsii isch aber,SG (Brütten ZH/Zuozwil),OT
d1259-u914,MEdu1259,oder e kompanikomandant und,AG (Full-Reuenthal),OT
d1248-u1904,VPet1248,und natürlech,AG (Baden/Brugg),OT
swissdial,8761,i halta as ozeanium für an möglich weg das z erreicha.,ch_gr,OT
d1248-u1510,VPet1248,grossartigi gschicht ggsii,AG (Baden/Brugg),OT
d1295-u1066,CJea1295,diä vo den aliierte diä händ aifach mee,AG (Buchs/Zofingen),OT
d1063-u632,HEll1063,ìch ha zum bischpìl dörfe männgisch i de,AG (Baden),OT
d1240-u179,RLin1240,üüsi buebe hend immer gchempft mit dene vom frederiziaanum,GR (Davos/Chur/ZH-Wittikon),OT
swissdial,3,de esch au em april weder zueverlässig of sim heisse stuehl gsässe.,ch_ag,OT
d1147-u2337,HJak1147,das ìsch scho passiirt nai da hani,AG (Baden),OT
d1212-u437,MHan1212,ùnd naachere natierlich nach italien oder oder sowisoo daazumal nach italien ùnd naacher,VS (Naters),OT
swissdial,1850,vam sunntag bis hitu morgu sind iner schwiz verbreitut grossi rägumängine kit.,ch_vs,OT
swissdial,5125,d bstellig vum bürgermeister vur stadt ingelheim phalti miar vor.,ch_gr,OT
d1075-u797,CJea1295,nai nai säli ziit ìsch das ìsch das aigentlìch gaar nìt im gsìì,AG (Buchs/Zofingen),OT
d1189-u2138,BHan1189,di tütsche mit irer phanzermacht cho wäred,ZH (Zürich),ZH
d1300-u1262,FPet1300,und ha mich drum na chli wele,ZH (Winterthur),ZH
d1188-u768,BRay1188,aso zu handen des plazkomandanten vo melinge,ZH/BS (Zürich/??),ZH
d1300-u348,FPet1300,wo aifach schpass gha hät aa so öppis,ZH (Winterthur),ZH
swissdial,64,das mit de pneu isch e chindischi racheaktion gsi.,ch_zh,ZH
d1228-u1109,APet1228,mir sind nie ganz sicher ggsii obs ned doch au luftkämpf git,ZH (Zürich),ZH
d1225-u496,WHan1225,und dänn hät mer zueschpize voorne,ZH (Zürich),ZH
d1270-u1578,MVer1270,und ich ha die äifach vo dehäim mitgnoo und ich gheis nöd furt ich has ich has,ZH (Wallisellen),ZH
d1082_3-u457,WTru1082,ich ha mi s isch wüklich es,ZH (Höngg/Wipkingen),ZH
d1300-u424,FPet1300,erchännbar ggsii isch dä han ich seer gschezt gha är isch än,ZH (Winterthur),ZH
d1270-u41,MVer1270,über d fälder inne han ich müese lauffe,ZH (Wallisellen),ZH
d1189-u2046,BHan1189,me cha vilicht probiere de ist zueschtand,ZH (Zürich),ZH
d1055-u259,DFul1055,d schwiz und a vill fründ sind jo alls schwizer gsi praktisch aso das,ZH (Zürich),ZH
d1055-u839,DFul1055,si hät das gmacht,ZH (Zürich),ZH
d1082_2-u85,WTru1082,als buzfrau,ZH (Höngg/Wipkingen),ZH
d1189-u2266,BHan1189,und ich waiss es gar nüme he,ZH (Zürich),ZH
swissdial,2093,de page hät dazumal vode google-spitze in chefposte bi alphabet gwächsled.,ch_zh,ZH
d1143-u762,BErn1143,naa e paar taag vorane,ZH (Zürich-Seebach),ZH
d1270-u1280,MVer1270,ich has känt aber ich han,ZH (Wallisellen),ZH
d1143-u299,BErn1143,daa sind nattüürli jede taag mindeschtens ääin oder zwäimaal isch e polittischi sändig gsii,ZH (Zürich-Seebach),ZH
d1188-u75,BRay1188,mir sind au ooni witeres ime restorõ gogen ässe,ZH/BS (Zürich/??),ZH
d1143-u1437,BErn1143,han aber namal e schlächti ziit ghaa dän i de leer,ZH (Zürich-Seebach),ZH
d1083_1-u654,ZHel1083,und ich mäine drum sind öiseri familie dänn abenand choo,ZH (Winterthur),ZH
d1189-u1733,BHan1189,vierevierzg wobi,ZH (Zürich),ZH
swissdial,117,"wills momentan so isch, dass de böle bide schwizer fründe isch.",ch_zh,ZH
d1055-u1180,DFul1055,hät doch nie niemert,ZH (Zürich),ZH
d1189-u695,BHan1189,i aso das das fäscht i losann,ZH (Zürich),ZH
d1300-u1653,FPet1300,a iri besammligsort und di andere dänn am andere,ZH (Winterthur),ZH
d1228-u824,APet1228,villicht nöd immer aber maischtens,ZH (Zürich),ZH
d1244_2-u18,MMax1244,leere,ZH (Wülflingen),ZH
d1188-u758,BRay1188,isch abgsezt worde,ZH/BS (Zürich/??),ZH
d1189-u1748,BHan1189,mues ich ou dänn mit den andere zämeschaffe wänn s öis,ZH (Zürich),ZH
d1244_1-u639,MMax1244,dä iitrit deet im septämber dä isch fü miich zeerscht emaal,ZH (Wülflingen),ZH
d1189-u2148,BHan1189,und dä faart er nüme wiiter he,ZH (Zürich),ZH
d1300-u228,FPet1300,wo dänn s kunschtmuseum,ZH (Winterthur),ZH
d1270-u713,MVer1270,wo das nöd händ chöne begriiffe wel die händ öisi familien ebe gèèrn ghaa und gschezt oder,ZH (Wallisellen),ZH
d1270-u1842,MVer1270,büchner isch dän ä,ZH (Wallisellen),ZH
d1143-u1877,BErn1143,dasch wèret em chrieg gsii,ZH (Zürich-Seebach),ZH
d1244_2-u300,MMax1244,dänn isch verhaftet woorde der oto bruner,ZH (Wülflingen),ZH
d1143-u834,BErn1143,dass miir,ZH (Zürich-Seebach),ZH
d1300-u1577,FPet1300,und sized det une uf dä bank ich ggsee dä no wo,ZH (Winterthur),ZH
d1082_3-u509,WTru1082,hani da wäiss i nüme rächt was i gsäit han,ZH (Höngg/Wipkingen),ZH
d1270-u1415,MVer1270,han ich äu müese waar zuebringe,ZH (Wallisellen),ZH
d1189-u1138,BHan1189,en en oberscht gärmann,ZH (Zürich),ZH
d1228-u2339,APet1228,scho,ZH (Zürich),ZH
d1189-u1390,BHan1189,und händ ebe s glich mönü gha und öb me dänn no de schwarz kafi und de,ZH (Zürich),ZH
swissdial,976,näbe de schanze hät mer au e gondelbahn bout.,ch_zh,ZH
d1225-u718,WHan1225,aso s sind tüpischi muetproobe gsii hä,ZH (Zürich),ZH
d1300-u3574,FPet1300,ich ha mini militärische funkzione gha,ZH (Winterthur),ZH
d1189-u694,BHan1189,also ich säg sibenedrissg,ZH (Zürich),ZH
d1055-u218,DFul1055,was in italie nöd de fall gsi isch det händ s möse jedes fäderli zale aber zum im usland guet daa schtaa,ZH (Zürich),ZH
d1300-u3104,FPet1300,nöd woor bi dä,ZH (Winterthur),ZH
d1244_1-u38,MMax1244,jaa vo de zwäite seki aa han ich die aarbäiterziitig regelmäässig,ZH (Wülflingen),ZH
d1300-u1963,FPet1300,ich ha diä brief alli,ZH (Winterthur),ZH
d1082_2-u507,WTru1082,das mini mueter amel aso,ZH (Höngg/Wipkingen),ZH
d1225-u385,WHan1225,aber ich mues no vilich öppis säge dänn,ZH (Zürich),ZH
d1300-u1927,FPet1300,oder eb das no entschaid sind wo me muess berüksichtige,ZH (Winterthur),ZH
d1189-u1442,BHan1189,und de hät aifach gad das parat gha also schpillt ailich kä so e role,ZH (Zürich),ZH
d1082_2-u34,WTru1082,mhm jaa iich da mag ich mich nüme soo genau ärinnere,ZH (Höngg/Wipkingen),ZH
swissdial,3516,no hät san jose 20 spil zit zum de izug id playoffs schaffe.,ch_zh,ZH
d1270-u1876,MVer1270,der man der,ZH (Wallisellen),ZH
d1189-u261,BHan1189,d em tütsche konsulat,ZH (Zürich),ZH
d1270-u157,MVer1270,iichöiffer,ZH (Wallisellen),ZH
d1143-u2186,BErn1143,z vil vo gfüül usggange,ZH (Zürich-Seebach),ZH
d1189-u2076,BHan1189,i zwai säz schribt da seg jo furchtbar was i tütschland passieri,ZH (Zürich),ZH
d1244_2-u94,MMax1244,dä m*** daa dä komunischt daa,ZH (Wülflingen),ZH
d1225-u128,WHan1225,aber wämer so jung isch no,ZH (Zürich),ZH
d1189-u1414,BHan1189,emol bin i es jaar z basel gsi da han i dihaim gläbt aber das isch aso ä käs problem gsi,ZH (Zürich),ZH
swissdial,2899,das seg aber alles anderi als eifach gsi.,ch_zh,ZH
d1189-u2877,BHan1189,a no allne zallt aso me händ nöd nüt gmacht,ZH (Zürich),ZH
d1055-u593,DFul1055,aber do bin i scho,ZH (Zürich),ZH
d1244_1-u773,MMax1244,i däre militäärischen underredig gsäit luged sii härr hauptme ich bin soon vomen aarbäiter,ZH (Wülflingen),ZH
d1189-u146,BHan1189,aigenartig dass wämmer jo z züri mume das säge,ZH (Zürich),ZH
d1300-u1855,FPet1300,und dass är au,ZH (Winterthur),ZH
d1244_2-u369,MMax1244,und schpööter zürcherische schtänderaat,ZH (Wülflingen),ZH
d1270-u1756,MVer1270,won iich äifach won ich guet ha möge,ZH (Wallisellen),ZH
d1270-u741,MVer1270,und äu de chrieg won èèr äifach nöd hät chöne draa gsund nüme hät chöne gsund wèèrde,ZH (Wallisellen),ZH
swissdial,2758,"aber es isch andersch cho: ""nei!""",ch_zh,ZH
d1189-u1132,BHan1189,vierzg isch es gsi,ZH (Zürich),ZH
d1228-u988,APet1228,ich wetti säge angschtgefühle,ZH (Zürich),ZH
d1270-u1264,MVer1270,das wäiss me ja as ali die,ZH (Wallisellen),ZH
d1228-u1560,APet1228,dä hät au,ZH (Zürich),ZH
d1143-u1684,BErn1143,jeedi mängi aso vo voo vo voo,ZH (Zürich-Seebach),ZH
d1143-u1720,BErn1143,gredt sogaar en frisch hät emal das woort verjudig pruucht was truurig gnueg isch,ZH (Zürich-Seebach),ZH
d1189-u546,BHan1189,bschtellt wo si nöd emol,ZH (Zürich),ZH
d1225-u376,WHan1225,nüünedriisg vierzg ja,ZH (Zürich),ZH
d1228-u1537,APet1228,das isch glaub son son so äbe ned en mittellandpuur ggsii,ZH (Zürich),ZH
d1083_1-u277,ZHel1083,si hät amig eso gsäit bisch en aff und chasch nid giige,ZH (Winterthur),ZH
d1143-u2007,BErn1143,das schtimt nööd ich gläub dèè gedanke,ZH (Zürich-Seebach),ZH
d1083_2-u605,ZHel1083,sunsch wäär i versole gsii,ZH (Winterthur),ZH
swissdial,2200,de sturm hät bi gurtnellle es stromkabel vomne starchstrommaste abgrisse.,ch_zh,ZH
d1083_3-u77,ZHel1083,nachdem scho und nachdem di interniirte scho häi sind nid die sind dänn nacher häi,ZH (Winterthur),ZH
d1143-u1337,BErn1143,jajaa gseen nattüürli äu d schwirikäiten und,ZH (Zürich-Seebach),ZH
d1300-u1558,FPet1300,und der isch ganz antifaschistisch ggsii,ZH (Winterthur),ZH
d1189-u1884,BHan1189,das da hörd,ZH (Zürich),ZH
d1189-u1124,BHan1189,und uf der andere siite isch de chrieg doch nöd ganz färtig gsi dänn isch jo dänn,ZH (Zürich),ZH
d1300-u767,FPet1300,sich zämäballt hät und ez chunnt dä,ZH (Winterthur),ZH
d1228-u1488,APet1228,das ich nacher im intellektuälle hade glandet bi,ZH (Zürich),ZH
d1055-u1108,DFul1055,kürs gää intern und eggstern über awändige,ZH (Zürich),ZH
d1082_2-u466,WTru1082,das me no wüsst wär das gsii isch wo ez daa gschtorben isch,ZH (Höngg/Wipkingen),ZH
d1189-u1743,BHan1189,oder me händ uf s de händ s uf s gämperplaato,ZH (Zürich),ZH
d1244_2-u588,MMax1244,da bin ich ich muen ez grad no wiiterverzele nid nu,ZH (Wülflingen),ZH
d1143-u574,BErn1143,vom kommende siig,ZH (Zürich-Seebach),ZH
d1244_2-u190,MMax1244,warum und soo wiiter,ZH (Wülflingen),ZH
d1300-u2421,FPet1300,inere forderschte front,ZH (Winterthur),ZH
swissdial,3068,obwohl ich kei chopfweh han isch mer sit längerem schwindlig.,ch_zh,ZH
d1270-u1855,MVer1270,da hät me sich daas scho chöne läischte,ZH (Wallisellen),ZH
d1143-u1292,BErn1143,won dän der äinti her der aso de der inhaber vo de firmaa isch schoo in noijork äne gsii dèè isch na im achdedriissgi uf noijork ggange,ZH (Zürich-Seebach),ZH
d1189-u2986,BHan1189,d schrifte vom m*** nöd gläse ha s isch durchus möglich dass de guet gschribe hät,ZH (Zürich),ZH
d1143-u1807,BErn1143,ja aso in rubige für miich für ois aso,ZH (Zürich-Seebach),ZH
d1300-u3012,FPet1300,duldet worde aber äs isch,ZH (Winterthur),ZH
d1225-u402,WHan1225,fabrikarbäiter schtuud fil,ZH (Zürich),ZH
d1055-u722,DFul1055,nai ich bi ebe glich chli,ZH (Zürich),ZH
d1300-u1404,FPet1300,da simmer dänn hüüfig,ZH (Winterthur),ZH
d1300-u31,FPet1300,sind vil lüüt bi öis immer widr z gascht ko,ZH (Winterthur),ZH
swissdial,2311,"de isch verschrocke und hät sich überleit, wie er de lästig gast schnell wider loswerde chönnt.",ch_zh,ZH
d1244_2-u488,MMax1244,schtuuchewläich woorde vor wuet und hät dem gsäit sii,ZH (Wülflingen),ZH
d1189-u1371,BHan1189,e kawalirsdelikt gsi,ZH (Zürich),ZH
d1083_2-u124,ZHel1083,er hät mini fründin aso,ZH (Winterthur),ZH
d1188-u2048,BRay1188,dä pholak,ZH/BS (Zürich/??),ZH
d1300-u680,FPet1300,das ich s metiee chan,ZH (Winterthur),ZH
d1188-u1848,BRay1188,nanai,ZH/BS (Zürich/??),ZH
d1189-u335,BHan1189,di grosse ding,ZH (Zürich),ZH
swissdial,1969,für das isch e arbetsgruppe zum thema künstlichi intelligänz igsetzt worde.,ch_zh,ZH
swissdial,3053,fast alli schublade händ vorne en griff.,ch_zh,ZH
d1189-u2682,BHan1189,wänn s möglich isch gang ich jez,ZH (Zürich),ZH
d1244_1-u236,MMax1244,ich chan us verantwortigsgfüül gägenüber de chinde,ZH (Wülflingen),ZH
d1300-u664,FPet1300,bi mir aifach ä chli isch das scho do ggsii isch ich ha mich nüt,ZH (Winterthur),ZH
d1300-u2727,FPet1300,das isch für mich gar kais problem ggsii das,ZH (Winterthur),ZH
swissdial,68,"aber sind si lislig, di chlini schlaft.",ch_zh,ZH
swissdial,3192,zum zweite isch uf social media d härkunft vonere nachricht weniger wichtig.,ch_zh,ZH
d1189-u1734,BHan1189,s vierevierzgi seer gföörlech gsi isch will mer nöd gwüsst hät,ZH (Zürich),ZH
d1300-u545,FPet1300,ich ha d reede agloset da hät mich,ZH (Winterthur),ZH
d1082_2-u24,WTru1082,und a dem isch er gschtorbe und deet hät mr aanschiinend zu säbere ziit,ZH (Höngg/Wipkingen),ZH
d1188-u1984,BRay1188,a de kredit gab vo de banke he,ZH/BS (Zürich/??),ZH
d1082_2-u451,WTru1082,also süsch hettemer ja das gaar nöd verschtande,ZH (Höngg/Wipkingen),ZH
d1188-u877,BRay1188,öisi ainhait hät,ZH/BS (Zürich/??),ZH
d1228-u680,APet1228,do isch mit,ZH (Zürich),ZH
d1143-u478,BErn1143,i sini schtrateegischi plaanig,ZH (Zürich-Seebach),ZH
d1189-u1654,BHan1189,mit blatere a de füess und mit,ZH (Zürich),ZH
swissdial,2914,"d initiative hetti de bund verpflichtet, velowäg finanziell zfördere.",ch_zh,ZH
d1228-u1457,APet1228,das hät mich dezue bracht,ZH (Zürich),ZH
d1244_2-u807,MMax1244,und dänn bin i,ZH (Wülflingen),ZH
d1300-u1668,FPet1300,nochdänklich und so ez ez chömmers,ZH (Winterthur),ZH
d1189-u773,BHan1189,ich ha mer doch nöd,ZH (Zürich),ZH
d1082_2-u656,WTru1082,das die viles imitiirt händ,ZH (Höngg/Wipkingen),ZH
swissdial,717,er isch zumne idrückliche urwald vor de tor vode stadt züri worde.,ch_zh,ZH
d1082_1-u153,WTru1082,und äis zimmer isch esoo win e besseri abschtelchammer gsii,ZH (Höngg/Wipkingen),ZH
d1300-u1523,FPet1300,jo i chönn mi druf verlaa,ZH (Winterthur),ZH
d1143-u338,BErn1143,tüütsche zimmerhèr ghaa dèè hät dän schpö̀ö̀ter,ZH (Zürich-Seebach),ZH
d1082_2-u100,WTru1082,und dänn hämmer en guetschii überchoo,ZH (Höngg/Wipkingen),ZH
d1188-u2087,BRay1188,halt ich fü grächtfertiget,ZH/BS (Zürich/??),ZH
d1300-u953,FPet1300,diä isch dänn wiiter gee worde,ZH (Winterthur),ZH
swissdial,70,"si händ doch nöd öpe mitem alte bert gschwätzt, oder?",ch_zh,ZH
d1300-u1767,FPet1300,än figlante tüp,ZH (Winterthur),ZH
swissdial,1786,er hät dazumal dütlich gunne.,ch_zh,ZH
d1228-u1625,APet1228,chiescharre und so witr aso,ZH (Zürich),ZH
d1189-u2464,BHan1189,über em rii,ZH (Zürich),ZH
d1189-u2526,BHan1189,denn isch d,ZH (Zürich),ZH
swissdial,3780,"mer brucht stift, zättel und chläbband.",ch_zh,ZH
d1300-u3461,FPet1300,vernichtet wärded,ZH (Winterthur),ZH
d1300-u583,FPet1300,famili isch ä grossi familiä,ZH (Winterthur),ZH
d1228-u1857,APet1228,und notwändig und produktiv erfaare das han ich aber det scho,ZH (Zürich),ZH
d1270-u1978,MVer1270,ich ha ja na gaar nanig gwüsst was en armee überhäupt bedüütet,ZH (Wallisellen),ZH
swissdial,868,scho während de ebola-krise hät s bag zuegang zum eu-warnsystem ewrs übercho.,ch_zh,ZH
d1189-u1247,BHan1189,also emal waiss ich im,ZH (Zürich),ZH
d1270-u931,MVer1270,das isch na mängs jaar ggange,ZH (Wallisellen),ZH
d1300-u96,FPet1300,und es sind immer eener di eltere ggsii,ZH (Winterthur),ZH
swissdial,4049,e verwändig findet de nachttopf ide gägewart i spitäler und alters- und pflägheim.,ch_zh,ZH
d1244_2-u474,MMax1244,i de zäle vorane scho öppe zwoo drei zäle,ZH (Wülflingen),ZH
d1228-u1864,APet1228,dass immer ain drittl,ZH (Zürich),ZH
d1244_2-u576,MMax1244,das blüet diir dänn wänn wänn die wänn die siiged hä,ZH (Wülflingen),ZH
d1270-u485,MVer1270,und dän isch ebe daas choo,ZH (Wallisellen),ZH
d1055-u455,DFul1055,d mi sind doch do bisch also scho truurig gsi ebe fü die mänsche wo,ZH (Zürich),ZH
swissdial,2175,mit de ahv-stürvorlag händ de bundesrat und s parlamänt über d parteigränze use chöne überzüge.,ch_zh,ZH
d1189-u739,BHan1189,will ich das igendwie abgleent han,ZH (Zürich),ZH
d1270-u686,MVer1270,jaa dèè han ich irgendwoo han ich dèè ä gfunden emaal,ZH (Wallisellen),ZH
d1270-u1840,MVer1270,d röiber zum biischpil käned si die ebe,ZH (Wallisellen),ZH
d1083_2-u650,ZHel1083,miich tunkt s äggsgüsee wänn ich soo säge,ZH (Winterthur),ZH
d1270-u1115,MVer1270,vo zuekümftige soldaate,ZH (Wallisellen),ZH
d1082_1-u139,WTru1082,aber ich hans au,ZH (Höngg/Wipkingen),ZH
swissdial,3586,das steckt ah.,ch_zh,ZH
d1055-u1155,DFul1055,vilicht isch,ZH (Zürich),ZH
swissdial,1240,wie verarbeited syrischi theatermacher de chrieg i ihrere heimat?,ch_zh,ZH
d1143-u1685,BErn1143,schwirikäite i de versoorgig mindeschtens i de armee,ZH (Zürich-Seebach),ZH
d1225-u971,WHan1225,und es isch natülich üsserscht äifach gsii,ZH (Zürich),ZH
d1270-u1254,MVer1270,ich ha dän amig müese als chind dasch ä na öppis han ich müese äijer bringe,ZH (Wallisellen),ZH
swissdial,3504,bi de erste partie sitem viertelfinal-out ade australian open hät de wawrinka sich uf sin ufschlag chönne verlah.,ch_zh,ZH
d1189-u1820,BHan1189,dänn isch langsam s bewusstsii cho,ZH (Zürich),ZH
swissdial,159,bim milliardeprojekt zeichned sich es klars nei ab.,ch_zh,ZH
d1143-u506,BErn1143,gäg de hittler gsii sind im gägesaz zu de bürgerliche vor alem d beegeebee,ZH (Zürich-Seebach),ZH
d1225-u886,WHan1225,und es isch wider de summer gsii,ZH (Zürich),ZH
d1270-u1403,MVer1270,wen en mèèrt gsii en õõgromèèrt hät mer dèm ä gsäit,ZH (Wallisellen),ZH
d1225-u996,WHan1225,das hät eso uusgsee und die puurelüüt,ZH (Zürich),ZH
d1300-u2905,FPet1300,alles in minne ganz schtill,ZH (Winterthur),ZH
swissdial,1390,"si händ sich is europäische usland verlagered, will si gmerkt händ, dass mer in dütschland gnauer ane lueged.",ch_zh,ZH
d1143-u2167,BErn1143,und miir wèèred,ZH (Zürich-Seebach),ZH
d1189-u545,BHan1189,imene dräkige chrachen im jura,ZH (Zürich),ZH
d1270-u1665,MVer1270,und dän hät si gsäit,ZH (Wallisellen),ZH
d1188-u1138,BRay1188,richtigi soldate,ZH/BS (Zürich/??),ZH
d1270-u1725,MVer1270,vo razionierigsmaarke,ZH (Wallisellen),ZH
d1082_3-u655,WTru1082,aso ich cha nu ich cha nu daas säge,ZH (Höngg/Wipkingen),ZH
d1188-u1119,BRay1188,hät müesse,ZH/BS (Zürich/??),ZH
swissdial,2008,d zälle werded imne schredder verquetscht.,ch_zh,ZH
d1244_2-u78,MMax1244,materiell dureschlaan ich han dänn,ZH (Wülflingen),ZH
swissdial,2782,"em blonde, woner s foltere unnoetig findet, bütet er gmeinsami sach ah.",ch_zh,ZH
d1083_1-u122,ZHel1083,wie häisst s,ZH (Winterthur),ZH
d1225-u632,WHan1225,und isch paraat gsii und,ZH (Zürich),ZH
d1189-u1621,BHan1189,ja ich glaub im ainevierzgi,ZH (Zürich),ZH
