Unnamed: 0,speaker,sentence,dialect,dialect_norm
swissdial,1602,s goal bim 2:1 uswärtssieg in dublin vom fabio celestini isch au hüt no legendär.,ch_zh,ZH
d1244_1-u286,MMax1244,däänische schweedische soziaaldemokraatische juged,ZH (Wülflingen),ZH
d1082_1-u180,WTru1082,und er isch ja dänn au chrank woorde,ZH (Höngg/Wipkingen),ZH
swissdial,3298,die gänd au meh us.,ch_zh,ZH
d1083_1-u82,ZHel1083,und märkwürdigerwiis,ZH (Winterthur),ZH
d1244_2-u243,MMax1244,tagesschau ebe händ dä biitraag nid gsee,ZH (Wülflingen),ZH
d1143-u1046,BErn1143,bin äu debii gsii sogaar die müend ja zuegää ich ha daa dèè wie häisst er daa dèè z schtääfen obe daa dèè rootebüeler oder wie,ZH (Zürich-Seebach),ZH
d1189-u842,BHan1189,fride oder nöd isch,ZH (Zürich),ZH
swissdial,1456,"de macron hät mit de reform vill zverlüre, aber au vill zgünne.",ch_zh,ZH
d1189-u1480,BHan1189,müend sich desse bewusst si,ZH (Zürich),ZH
d1083_2-u246,ZHel1083,ganzi bandi nüd ineglaa,ZH (Winterthur),ZH
d1055-u1199,DFul1055,und dass isch natürli scho,ZH (Zürich),ZH
d1083_2-u286,ZHel1083,und me hät dänn müese dä arzt goge sueche und i de verdunklig,ZH (Winterthur),ZH
d1300-u775,FPet1300,ghört han,ZH (Winterthur),ZH
d1225-u391,WHan1225,und ich mäine es hät e gwüssi gmäinschaft ggää me hät gwüsst me isch ufenand aagwise,ZH (Zürich),ZH
d1055-u26,DFul1055,und ich bi denn als schwiizer uuf d wält cho,ZH (Zürich),ZH
d1143-u614,BErn1143,gredt und dèè het ois ali zämen äu verraate,ZH (Zürich-Seebach),ZH
d1082_3-u364,WTru1082,jaa das ganzi hät öppe zwäi jaar tuuret,ZH (Höngg/Wipkingen),ZH
d1244_1-u220,MMax1244,aso s isch d chinderorganisazioon gsii deet vo de schpanische sozialistische juged,ZH (Wülflingen),ZH
d1270-u1540,MVer1270,han ich plözli e niere abegrisse ghaa uf äinere siite,ZH (Wallisellen),ZH
d1225-u939,WHan1225,trozdem ich aso zum härr bircher übehaupt null bezieige ghaa ha,ZH (Zürich),ZH
d1244_2-u251,MMax1244,und dänn han i en wuetaafall überchoo und han aafange singe,ZH (Wülflingen),ZH
swissdial,411,ide nachfolgende jahr sind si aber witgehend in vergässeheit grate.,ch_zh,ZH
d1244_2-u583,MMax1244,das händ si jaa das isch ja d rettig gsii,ZH (Wülflingen),ZH
d1082_2-u778,WTru1082,also oder wele händ gaa,ZH (Höngg/Wipkingen),ZH
d1083_2-u322,ZHel1083,und dänn hät er im ganze huus gsäit es törf niemert mee öppis bööses säge zu miir,ZH (Winterthur),ZH
d1300-u1238,FPet1300,und dänn hät är öppis ggsait und dänn nochär händ diä drii gschwäzt,ZH (Winterthur),ZH
d1082_2-u687,WTru1082,jaa also ich mag mi erinnere,ZH (Höngg/Wipkingen),ZH
d1188-u810,BRay1188,aber es hät sich dänn,ZH/BS (Zürich/??),ZH
swissdial,1619,im stream im sport-app sind sie au live mit debi.,ch_zh,ZH
d1188-u185,BRay1188,für änglisch z leere,ZH/BS (Zürich/??),ZH
d1300-u3101,FPet1300,möglicherwiis besser,ZH (Winterthur),ZH
d1189-u2587,BHan1189,d müze fortgheit das isch vilich das wär fasch es vebräche gsi früener,ZH (Zürich),ZH
d1270-u1262,MVer1270,aso ich ha scho s gfüül ghaa das seig en supper maa,ZH (Wallisellen),ZH
swissdial,3919,katerini ghört hüt zude region zentralmakedonie.,ch_zh,ZH
d1244_2-u265,MMax1244,die verbot,ZH (Wülflingen),ZH
swissdial,766,torf wird us hochmoor abbout.,ch_zh,ZH
swissdial,2643,er häts bis jetzt immer gspürt.,ch_zh,ZH
d1300-u3298,FPet1300,da han ich ggsait ja aber,ZH (Winterthur),ZH
d1189-u2206,BHan1189,main de de köcher da isch glaub de,ZH (Zürich),ZH
d1300-u2042,FPet1300,das isch bim territorialgricht ggsii,ZH (Winterthur),ZH
d1244_2-u464,MMax1244,dänn hämmiir daa d iirichtige im burghölzli,ZH (Wülflingen),ZH
d1083_2-u46,ZHel1083,aa das han dänn han en niid,ZH (Winterthur),ZH
swissdial,863,scho i wenige jahr chönnts aber während de operation virtuell überem patient schwebe.,ch_zh,ZH
swissdial,2006,holz isch es vertrauts material und au eis wo schoen altere chan.,ch_zh,ZH
d1143-u1041,BErn1143,e jaa je ganz sicher,ZH (Zürich-Seebach),ZH
d1270-u1161,MVer1270,si sel sich iibürgere laa na zeerscht,ZH (Wallisellen),ZH
d1188-u309,BRay1188,au ned ime jüdische,ZH/BS (Zürich/??),ZH
d1300-u2971,FPet1300,irgendwiä,ZH (Winterthur),ZH
d1082_2-u595,WTru1082,und en undefiniirbaare härdöpfelbrei,ZH (Höngg/Wipkingen),ZH
d1270-u942,MVer1270,won er dän aafange hät ebe driissg fläschen im taag trinke händsen nüme chöne bruuche,ZH (Wallisellen),ZH
d1189-u2906,BHan1189,nai nai ich ich ha mich dänn,ZH (Zürich),ZH
d1225-u770,WHan1225,oder waffekäntnis vor alem,ZH (Zürich),ZH
d1270-u65,MVer1270,du die reded gräuehaft die schpraach wo die reded aso daa füül ich mich soo nöd wool miir händ dihäimen aifach e en aaständigi schpraach ghaa oder,ZH (Wallisellen),ZH
d1228-u1726,APet1228,erfaarig wo ich junge als junge maa nacher,ZH (Zürich),ZH
d1270-u128,MVer1270,paatine gsii si händ zwäi töchtere ghaa,ZH (Wallisellen),ZH
d1083_2-u289,ZHel1083,ja angscht hät me scho ghaa,ZH (Winterthur),ZH
d1082_2-u278,WTru1082,also schportlichi aalääss,ZH (Höngg/Wipkingen),ZH
d1055-u810,DFul1055,a dä mag i mi erinnere vo damals,ZH (Zürich),ZH
d1228-u500,APet1228,genau jo,ZH (Zürich),ZH
d1055-u503,DFul1055,und all die sache da isch halt es erläbnis gsi für di damaalig ziit,ZH (Zürich),ZH
swissdial,3264,de silsersee hät mer wele bruche und dänn in casaccia e zentrale wele mache.,ch_zh,ZH
d1083_1-u198,ZHel1083,was hät si müese,ZH (Winterthur),ZH
d1189-u876,BHan1189,isch das gsi das isch de soon,ZH (Zürich),ZH
d1189-u357,BHan1189,und das hät me gmacht wäred em der albert ö*** als,ZH (Zürich),ZH
d1143-u1248,BErn1143,im äinevierzgi das tuen ich miir zuguet halte,ZH (Zürich-Seebach),ZH
swissdial,3589,für e koryphäe tritt de klaus munkholm üsserst bescheide uf.,ch_zh,ZH
d1143-u2170,BErn1143,i wènige tage,ZH (Zürich-Seebach),ZH
d1244_1-u402,MMax1244,immer mee gmärkt,ZH (Wülflingen),ZH
d1188-u347,BRay1188,jaja da hämmer koleege gha,ZH/BS (Zürich/??),ZH
d1189-u683,BHan1189,flucht würd i vilicht säge,ZH (Zürich),ZH
d1300-u3562,FPet1300,wo me hät möse ihalte wänn me funkzionär ggsii isch,ZH (Winterthur),ZH
d1143-u1836,BErn1143,mit rächt die händ ja nattüürlich gewaltigs gläischtet,ZH (Zürich-Seebach),ZH
d1270-u549,MVer1270,öppe sibezäni,ZH (Wallisellen),ZH
swissdial,3282,will mer si nüme?,ch_zh,ZH
swissdial,3102,"nur knapp 20 prozänt vode befrögte händ ahgeh, dass si de soziale medie vertraued.",ch_zh,ZH
d1300-u802,FPet1300,und äs isch rüürend ggsii,ZH (Winterthur),ZH
d1188-u1399,BRay1188,ich ha s als schwainerei empfunden aber,ZH/BS (Zürich/??),ZH
d1225-u412,WHan1225,und das hät mir äigendlich scho dänn zäiget aha,ZH (Zürich),ZH
d1189-u744,BHan1189,massenufmarsch isch mir,ZH (Zürich),ZH
d1082_3-u61,WTru1082,das hät me scho so halbe,ZH (Höngg/Wipkingen),ZH
d1270-u991,MVer1270,und dèè hät alwääg en interessanten untericht gmacht wo aktuel gsii isch,ZH (Wallisellen),ZH
swissdial,3161,"es segi essentiell, das wüsse zerhalte und zfördere.",ch_zh,ZH
d1055-u1236,DFul1055,mich intensiv nacher beschäftiget han und da chunnt mer vilicht,ZH (Zürich),ZH
swissdial,3607,die technologie händ sich ide letschte 10 bis 20 jahr starch witerentwickled.,ch_zh,ZH
d1143-u665,BErn1143,chriegsgenerazioon i chèènt ä na de ander begriff inebringe landi,ZH (Zürich-Seebach),ZH
d1228-u2300,APet1228,eher internazional,ZH (Zürich),ZH
d1300-u3713,FPet1300,wivil da,ZH (Winterthur),ZH
d1228-u2139,APet1228,bischpiilswiis jo au dä imbode und so wiitr das sind die lüüt die mir als erziier gha händ,ZH (Zürich),ZH
d1270-u1619,MVer1270,veraaschtaltigen ebe,ZH (Wallisellen),ZH
d1143-u1289,BErn1143,säge antisemiite gsii sondern händ äigentlich,ZH (Zürich-Seebach),ZH
d1143-u1070,BErn1143,de dèèniker,ZH (Zürich-Seebach),ZH
swissdial,1109,"sin biname ""soldatekönig"" hät er übercho wo er di schlagchröftig preussischi armeee ufbout hät.",ch_zh,ZH
d1083_1-u396,ZHel1083,iich a de a de näbefächer waansinig fröid ghaa,ZH (Winterthur),ZH
swissdial,1008,nachem abitur ischer ufd berliner fritz-kirchhoff-schauspilschuel gange.,ch_zh,ZH
d1188-u1816,BRay1188,de isch natülech,ZH/BS (Zürich/??),ZH
d1143-u1725,BErn1143,patrizier vonschtäiger en antisemitischi haltig gsii,ZH (Zürich-Seebach),ZH
swissdial,744,die arte sind widerstandsfähiger gäge trocheheit und wärmi.,ch_zh,ZH
d1244_1-u215,MMax1244,bin ich dänn mit däre,ZH (Wülflingen),ZH
d1300-u2043,FPet1300,won ich han möse als grichtschriiber amte,ZH (Winterthur),ZH
swissdial,4143,brämschlötz chömed au a schibebrämse zum isatz.,ch_zh,ZH
d1300-u2227,FPet1300,au mitunderschribe hät han ich,ZH (Winterthur),ZH
swissdial,3548,"dihei hät de güggel im hof vode mueter kräht ""kickeriki, oisi goldigi jungfrau isch wider da.""",ch_zh,ZH
d1225-u212,WHan1225,me händ nöd so früe ghüraate wi hüt und me isch nöd äifach,ZH (Zürich),ZH
swissdial,1694,er hät sich guet vorbereitet.,ch_zh,ZH
swissdial,1792,"de überwiegend teil vo de chleider isch dräckig, abgnutzt oder voller löcher.",ch_zh,ZH
swissdial,1685,"trotz de niderlag sind d schwizer nach wie vor ufem beste wäg, zude k.o.-spil zcho.",ch_zh,ZH
d1244_1-u692,MMax1244,hät gsäit jaa härr m*** ich mus ezt,ZH (Wülflingen),ZH
d1188-u1749,BRay1188,und da hät,ZH/BS (Zürich/??),ZH
d1270-u1470,MVer1270,ja püürli isch äifach asoo,ZH (Wallisellen),ZH
d1300-u2291,FPet1300,diä sind aa unter kontrolle ggsii,ZH (Winterthur),ZH
d1270-u894,MVer1270,händen äu wider iigschtelt dän schpö̀ö̀ter,ZH (Wallisellen),ZH
d1300-u2599,FPet1300,diä zämäzug vo dä chreft im,ZH (Winterthur),ZH
d1189-u2333,BHan1189,zum uf dem füselierbatalion cho bin,ZH (Zürich),ZH
swissdial,2063,"am ahfang wo s planetesystem gmacht worde isch, isch en planet vode grössi vom mars id protoerde ineknallt.",ch_zh,ZH
d1082_2-u254,WTru1082,de fründeschräis mösli ich wäis nid öb sii das käned,ZH (Höngg/Wipkingen),ZH
d1244_1-u99,MMax1244,usenandgsezt i der aarbäiterkomissioon und im,ZH (Wülflingen),ZH
d1244_1-u699,MMax1244,sind si also aaklagt und müend si ez uussäge,ZH (Wülflingen),ZH
d1270-u1888,MVer1270,und ich wäiss nüme vo wèm as ich die ha chöne sammle,ZH (Wallisellen),ZH
d1228-u1191,APet1228,aber das sind das sind aigentlich marginaali iidrük di di iidrük,ZH (Zürich),ZH
d1083_3-u28,ZHel1083,und dänn hät me gsee dänn sind die wiiter,ZH (Winterthur),ZH
d1189-u263,BHan1189,und det isch natüch ainiges iegfloss und di,ZH (Zürich),ZH
swissdial,1954,dank ihm chönd oisi zälle nahrig zu energie umwandle.,ch_zh,ZH
swissdial,365,usserdäm ischer eimal zunere geldstraf verurteilt worde.,ch_zh,ZH
d1082_2-u16,WTru1082,wo,ZH (Höngg/Wipkingen),ZH
d1270-u2046,MVer1270,daa isch na e tüütschi,ZH (Wallisellen),ZH
d1300-u725,FPet1300,waiss d näme nümmä rächt,ZH (Winterthur),ZH
swissdial,2466,"de xavier hät gern ahgeh und hät devo überzuegt gschint, dass d wält ihm ergäbeheit und respekt gschuldet hät.",ch_zh,ZH
d1300-u511,FPet1300,und ha,ZH (Winterthur),ZH
swissdial,3105,de maurer hät im gspröch mitem abe di globale biträg vo japan gwuerdiged.,ch_zh,ZH
d1143-u940,BErn1143,voo de feschtig sargans,ZH (Zürich-Seebach),ZH
d1189-u2077,BHan1189,das me die juden umbring,ZH (Zürich),ZH
d1228-u2245,APet1228,gimmi prägt sonder ebä au vo lüüt wiä röne könig und anderne,ZH (Zürich),ZH
swissdial,2848,"öpe zu prozäss, ufgabe, risikoanalyse und kontrolle.",ch_zh,ZH
d1143-u456,BErn1143,damit aliirte bomber,ZH (Zürich-Seebach),ZH
swissdial,3423,nur d fdp und en teil vode svp wänd ade lockerig festhebe.,ch_zh,ZH
d1300-u2004,FPet1300,hüt lueg ich sälbverschtändlich das,ZH (Winterthur),ZH
d1188-u1843,BRay1188,was adminischtrazion anbetrifft und ich ha s eggstärne gmacht,ZH/BS (Zürich/??),ZH
swissdial,1683,sowohl de fc servette als au de fc lausanne-sport unterstützed ihri e-sport-teams sehr erfolgrich uf finanzieller und struktureller ebeni.,ch_zh,ZH
d1300-u2920,FPet1300,mir händ en nöd möse verhafte äs isch nur ä huusdursuechig ggsii,ZH (Winterthur),ZH
d1083_2-u465,ZHel1083,där isch ja doo,ZH (Winterthur),ZH
d1228-u287,APet1228,dörf me das säge,ZH (Zürich),ZH
d1270-u308,MVer1270,isch ufs ofebänkli ghokt,ZH (Wallisellen),ZH
d1082_2-u551,WTru1082,und miin vatter isch seer a dene gärte ghanget a dem garte ghanget,ZH (Höngg/Wipkingen),ZH
d1055-u1152,DFul1055,oder waiss mer aa döt das isch oder da isch alles,ZH (Zürich),ZH
d1188-u1806,BRay1188,ja me händ natürlich kä raini,ZH/BS (Zürich/??),ZH
swissdial,2223,"er brüllt ihn ah, er ribt ihm d brust mit öl ih.",ch_zh,ZH
d1082_2-u253,WTru1082,und das möösli das git s hüt no,ZH (Höngg/Wipkingen),ZH
d1225-u107,WHan1225,behärscht wird er hät nöd grad gsäit vo de jude aber wil äifacht,ZH (Zürich),ZH
d1244_1-u715,MMax1244,es wäär guet wänn de schtaliin chääm,ZH (Wülflingen),ZH
swissdial,108,tusigi nigerianerinne landed jedes jahr ide prostitution im usland.,ch_zh,ZH
d1188-u82,BRay1188,di familenaghörige vo mim vatter,ZH/BS (Zürich/??),ZH
d1188-u143,BRay1188,s isch vorcho ja aber wenig,ZH/BS (Zürich/??),ZH
d1189-u908,BHan1189,motorzug gha und süsch alles no,ZH (Zürich),ZH
d1189-u2767,BHan1189,besser zur gältig bringe dänn de hütig feminismus,ZH (Zürich),ZH
swissdial,489,widercher vom geburi vo ihrem ehrebürger ernst krenek.,ch_zh,ZH
d1228-u828,APet1228,do isch d habsburg ggsii,ZH (Zürich),ZH
d1228-u1823,APet1228,känne z leere ich mag mich erinnere a seer schtarchi persönlichkaite,ZH (Zürich),ZH
d1270-u32,MVer1270,und si wüssi äu nöd uf ales antwort und das hät mini mueter mir schtändig gsäit hör emal uuf frö̀ö̀ge das wäiss ich ä nööd,ZH (Wallisellen),ZH
d1083_1-u515,ZHel1083,jaa öich schteken wir in di sche und so settigs züügs,ZH (Winterthur),ZH
d1188-u1539,BRay1188,gottsaidank nie ali gwüsst die konti wo do eröffnet worde sind,ZH/BS (Zürich/??),ZH
swissdial,1402,"saudi-arabie zum bispil hät sogar scho entschädigunge verlangt, wenns wägem klimaschutz in zuekunft weniger ölinahme ha würd.",ch_zh,ZH
d1300-u586,FPet1300,und im schloss wülflinge,ZH (Winterthur),ZH
swissdial,3807,d fraue bearbeitet d fälder und mached chrälleli-schmuck wo si de touriste verchaufed.,ch_zh,ZH
swissdial,3209,"er wür sich aber wünsche, mer hetti chli vo däm geist idi hütig zit rette chöne.",ch_zh,ZH
d1270-u458,MVer1270,und dän isch das langsam es theema woorde,ZH (Wallisellen),ZH
d1228-u1649,APet1228,wo damals glaub ich no im amt ggsii isch,ZH (Zürich),ZH
d1300-u3311,FPet1300,und nochär,ZH (Winterthur),ZH
d1300-u3362,FPet1300,jo mol si chönns bekuäm und so,ZH (Winterthur),ZH
d1244_1-u643,MMax1244,in in lill was i deet erläbt ha mit däm uusschluss,ZH (Wülflingen),ZH
d1270-u100,MVer1270,innere familie landolt grad näbed dèm huus wo min vatter ufgwachsen isch,ZH (Wallisellen),ZH
d1189-u1597,BHan1189,vo vierzg kilometer aa ufwärts im tag mit de,ZH (Zürich),ZH
d1189-u1299,BHan1189,aber gäll da häsch halt nüt bessers nöd ez simmer halt da und färtig he,ZH (Zürich),ZH
d1143-u2167,BErn1143,und miir wèèred,ZH (Zürich-Seebach),ZH
d1270-u1683,MVer1270,und und koomischerwiis,ZH (Wallisellen),ZH
d1082_2-u100,WTru1082,und dänn hämmer en guetschii überchoo,ZH (Höngg/Wipkingen),ZH
swissdial,2738,er macht d nastüecher dräckig.,ch_zh,ZH
swissdial,1527,aber alli händ di gliche sorge.,ch_zh,ZH
d1143-u270,BErn1143,nach schpanie choo,ZH (Zürich-Seebach),ZH
d1244_1-u179,MMax1244,gschwänkt und händ gsäit näi au miir vo de juged,ZH (Wülflingen),ZH
d1082_3-u353,WTru1082,und ich ha me händ dänn züglet,ZH (Höngg/Wipkingen),ZH
d1300-u3192,FPet1300,widr ine cho sind das,ZH (Winterthur),ZH
d1189-u2367,BHan1189,am schluss praktisch nu no,ZH (Zürich),ZH
d1083_1-u124,ZHel1083,harmoniileerprüfig gmacht,ZH (Winterthur),ZH
d1188-u704,BRay1188,inschtrukzionsoffizier gsi,ZH/BS (Zürich/??),ZH
d1082_2-u212,WTru1082,händ au nöd ä nöd tränt gschlaafe,ZH (Höngg/Wipkingen),ZH
d1244_1-u324,MMax1244,dä hät dänn,ZH (Wülflingen),ZH
d1188-u1535,BRay1188,aber s isch seer wool möglech,ZH/BS (Zürich/??),ZH
d1225-u1052,WHan1225,nöimet,ZH (Zürich),ZH
swissdial,1608,gäge belgie isch ihm im novämber sin erste träffer im nationalmannschafts-dress glunge.,ch_zh,ZH
d1189-u594,BHan1189,jo vo de schwiz dänn also halt so als landesverröter ja,ZH (Zürich),ZH
d1083_3-u157,ZHel1083,das händ s aso nüd törfe,ZH (Winterthur),ZH
swissdial,2769,de vorsprung ufs nüntplatzierte bern: schinbar beruhigendi 6 pünkt.,ch_zh,ZH
d1300-u49,FPet1300,sind sii do cho,ZH (Winterthur),ZH
d1082_3-u286,WTru1082,das häisst ich bin natüürlich,ZH (Höngg/Wipkingen),ZH
d1083_2-u114,ZHel1083,eso öppis git s überhaupt nu bi bleivergiftige,ZH (Winterthur),ZH
d1082_2-u317,WTru1082,das isch seer äisiitig,ZH (Höngg/Wipkingen),ZH
swissdial,1468,wiso händ sie eigentlich dütschland im aug?,ch_zh,ZH
d1300-u2891,FPet1300,glüütet und ggsait,ZH (Winterthur),ZH
swissdial,2066,di brancheübliche witerbildige alli zwei jahr häts nur für manne geh.,ch_zh,ZH
d1055-u690,DFul1055,won i de chrieg erlebt han,ZH (Zürich),ZH
d1225-u407,WHan1225,als au en bidere primaarleerer,ZH (Zürich),ZH
d1270-u1014,MVer1270,nie getrout öppis z säge aso vo öisere schicht,ZH (Wallisellen),ZH
d1228-u1588,APet1228,ich ha diä schtraf als diä diä arbet als schtraf empfunde,ZH (Zürich),ZH
d1244_1-u561,MMax1244,drum sind si dänn das isch jaa das,ZH (Wülflingen),ZH
swissdial,1397,de ufschwung unterem erdogan isch fest mitem bouboom verchnüpft gsi.,ch_zh,ZH
d1270-u1050,MVer1270,verurtäilt worden am änd vom chrieg dè,ZH (Wallisellen),ZH
d1189-u325,BHan1189,ghaa uf der adolf g*** vom schwizerschpiegel wo,ZH (Zürich),ZH
d1082_3-u356,WTru1082,aso ebe mit miim,ZH (Höngg/Wipkingen),ZH
swissdial,3494,mis rächte chnü hät mer scho lang problem gmacht.,ch_zh,ZH
swissdial,2208,"es isch sehr peinlich gsi, alli händ mich ahgstarrt.",ch_zh,ZH
d1082_3-u151,WTru1082,und jaa so i dem schtiil isch das ggange,ZH (Höngg/Wipkingen),ZH
d1082_2-u549,WTru1082,es isch me hät en öis äifach eweggnoo alsoo,ZH (Höngg/Wipkingen),ZH
d1270-u220,MVer1270,ich gläub sind föif gsii,ZH (Wallisellen),ZH
d1189-u2065,BHan1189,det chunnt natüch öppis,ZH (Zürich),ZH
d1270-u423,MVer1270,im tue das es gaar nüüt me set choschte,ZH (Wallisellen),ZH
swissdial,2009,au comicfigure oder chlobigi animatione ghöred zu däre kategorie.,ch_zh,ZH
d1082_3-u665,WTru1082,das chunt ezt daa füre,ZH (Höngg/Wipkingen),ZH
d1083_2-u444,ZHel1083,und ich han natüürlich dänn andersch und dänn sind s halt scho chli,ZH (Winterthur),ZH
d1143-u357,BErn1143,dèè häts fèrtig pracht dass die familie chübler vor alem d mueter chübler der uusschpruch gmacht hät,ZH (Zürich-Seebach),ZH
d1228-u833,APet1228,lägere insofern will mir,ZH (Zürich),ZH
d1270-u952,MVer1270,sii äu plaage dän han ich aber dän gsäit soo ez isch fèrtig ez,ZH (Wallisellen),ZH
d1225-u681,WHan1225,ebe zum biischpiil ich ha ja no nie es ross aaglanget ghaa,ZH (Zürich),ZH
d1188-u885,BRay1188,und das wär di schperre gsi,ZH/BS (Zürich/??),ZH
d1300-u1893,FPet1300,und dete tut är,ZH (Winterthur),ZH
d1143-u1840,BErn1143,händ die daas in verbindig praacht mit die händ gält hä,ZH (Zürich-Seebach),ZH
swissdial,3688,"d fraue sind nach däm trurig, aber de fred schwört, dasser wider zrugg chunnt.",ch_zh,ZH
d1083_2-u111,ZHel1083,me hat gaar nid chöne me hät,ZH (Winterthur),ZH
d1189-u2755,BHan1189,feminischtinefrässer aber,ZH (Zürich),ZH
d1300-u787,FPet1300,sind schtaatsrächltsleerer,ZH (Winterthur),ZH
d1270-u1451,MVer1270,müese buze,ZH (Wallisellen),ZH
swissdial,1242,"d larian studios, wo vor allem durd rollespiel-reihe ""divinity"" bekannt worde sind, sind mit däm beuftreit.",ch_zh,ZH
d1300-u2177,FPet1300,da mömmer anderi reakzione,ZH (Winterthur),ZH
d1143-u1451,BErn1143,das ischt das wälschlandjaar gsii won ich,ZH (Zürich-Seebach),ZH
swissdial,2799,e gschicht volle vo schlimme lüge und trurige wahrheite.,ch_zh,ZH
d1189-u435,BHan1189,we me sich da d fronte so aifach vorschtellt debii isch das soo kompleggs gsi,ZH (Zürich),ZH
d1300-u1173,FPet1300,jo aber aber irgend wiä än,ZH (Winterthur),ZH
d1083_1-u219,ZHel1083,bis is achzäni deet isch me ja no i de schuel gsii,ZH (Winterthur),ZH
d1270-u74,MVer1270,gsungen und und und und mir händ en abgholt am baanhof amig,ZH (Wallisellen),ZH
d1189-u1668,BHan1189,daa gsi und ich,ZH (Zürich),ZH
d1082_2-u258,WTru1082,und zwüschedine isch es au emaal iigschlafe gsii,ZH (Höngg/Wipkingen),ZH
d1270-u152,MVer1270,dän hät èr amig ä tö̀ö̀rffe prifaatschofföör ablöösig mache,ZH (Wallisellen),ZH
d1082_2-u576,WTru1082,öppis überchoo aber ä sälte,ZH (Höngg/Wipkingen),ZH
d1189-u828,BHan1189,und de dritti,ZH (Zürich),ZH
d1055-u1043,DFul1055,so ganz chüel,ZH (Zürich),ZH
swissdial,477,im lauf vode zit händ sich diabetes und furunkel dezuegsellt.,ch_zh,ZH
d1228-u1371,APet1228,aso mini muetr chunnt usere,ZH (Zürich),ZH
swissdial,847,si hät für 10'000 franke stammzelle vo ihrne drü chind in gänf bi cryo-save als vorsorg fürd zuekunft ilagere lah.,ch_zh,ZH
d1270-u1003,MVer1270,mir händ öis nöd als ä nöd als schwaabe hämmer öis gsee,ZH (Wallisellen),ZH
